set	run	event	block	trial	condition	sequence	onset_s
set1	2	pre_fix	0	NaN	FIX		0.0106565952301025
set1	2	listen	1	1	speaking	statue carbon statue	10.0137844085693
set1	2	imagery	1	1	speaking	imagined_articulation.png	12.997974395752
set1	2	listen	1	2	speaking	installed carbon installed	16.015472650528
set1	2	imagery	1	2	speaking	imagined_articulation.png	18.9996314048767
set1	2	listen	1	3	speaking	statue statue statue	22.0170345306396
set1	2	imagery	1	3	speaking	imagined_articulation.png	25.0011005401611
set1	2	rest	1	NaN	REST		28.0184814929962
set1	2	listen	2	1	speaking	statue installed carbon	38.0040104389191
set1	2	imagery	2	1	speaking	imagined_articulation.png	41.0045976638794
set1	2	listen	2	2	speaking	carbon statue installed	44.0051815509796
set1	2	imagery	2	2	speaking	imagined_articulation.png	47.0057442188263
set1	2	listen	2	3	speaking	carbon carbon carbon	50.0062885284424
set1	2	imagery	2	3	speaking	imagined_articulation.png	53.0068347454071
set1	2	rest	2	NaN	REST		56.0073206424713
set1	2	listen	3	1	speaking	carbon statue statue	66.0088956356049
set1	2	imagery	3	1	speaking	imagined_articulation.png	68.9926664829254
set1	2	listen	3	2	speaking	statue statue statue	72.0097615718842
set1	2	imagery	3	2	speaking	imagined_articulation.png	74.9935054779053
set1	2	listen	3	3	speaking	carbon statue installed	78.0105755329132
set1	2	imagery	3	3	speaking	imagined_articulation.png	80.9942955970764
set1	2	rest	3	NaN	REST		84.0113415718079
set1	2	listen	4	1	speaking	installed carbon carbon	94.0125246047974
set1	2	imagery	4	1	speaking	imagined_articulation.png	96.9961895942688
set1	2	listen	4	2	speaking	carbon installed carbon	100.013183355331
set1	2	imagery	4	2	speaking	imagined_articulation.png	102.996832609177
set1	2	listen	4	3	speaking	statue installed carbon	106.01380944252
set1	2	imagery	4	3	speaking	imagined_articulation.png	108.997442483902
set1	2	rest	4	NaN	REST		112.014404535294
set1	2	listen	5	1	hearing	statue carbon statue	122.015335559845
set1	2	imagery	5	1	hearing	imagined_hearing.png	124.998932600021
set1	2	listen	5	2	hearing	statue installed installed	128.015860557556
set1	2	imagery	5	2	hearing	imagined_hearing.png	130.999447584152
set1	2	listen	5	3	hearing	carbon statue statue	134.016365528107
set1	2	imagery	5	3	hearing	imagined_hearing.png	136.999942541122
set1	2	rest	5	NaN	REST		140.016850471497
set1	2	listen	6	1	hearing	carbon installed statue	150.01761841774
set1	2	imagery	6	1	hearing	imagined_hearing.png	153.001172542572
set1	2	listen	6	2	hearing	statue statue carbon	156.018168449402
set1	2	imagery	6	2	hearing	imagined_hearing.png	159.001829385757
set1	2	listen	6	3	hearing	installed carbon carbon	162.018823862076
set1	2	imagery	6	3	hearing	imagined_hearing.png	165.002477645874
set1	2	rest	6	NaN	REST		168.019463539124
set1	2	listen	7	1	hearing	carbon statue installed	178.003830432892
set1	2	imagery	7	1	hearing	imagined_hearing.png	181.004133462906
set1	2	listen	7	2	hearing	statue installed statue	184.004433631897
set1	2	imagery	7	2	hearing	imagined_hearing.png	187.004730463028
set1	2	listen	7	3	hearing	carbon carbon installed	190.005024433136
set1	2	imagery	7	3	hearing	imagined_hearing.png	193.005315542221
set1	2	rest	7	NaN	REST		196.00560259819
set1	2	listen	8	1	speaking	statue installed installed	206.006541490555
set1	2	imagery	8	1	speaking	imagined_articulation.png	209.006817579269
set1	2	listen	8	2	speaking	carbon carbon carbon	212.007090568542
set1	2	imagery	8	2	speaking	imagined_articulation.png	215.007361650467
set1	2	listen	8	3	speaking	statue carbon carbon	218.00762963295
set1	2	imagery	8	3	speaking	imagined_articulation.png	220.991227626801
set1	2	rest	8	NaN	REST		224.008158683777
set1	2	listen	9	1	hearing	installed installed carbon	234.00902056694
set1	2	imagery	9	1	hearing	imagined_hearing.png	236.992606639862
set1	2	listen	9	2	hearing	carbon installed carbon	240.009525537491
set1	2	imagery	9	2	hearing	imagined_hearing.png	242.993107557297
set1	2	listen	9	3	hearing	carbon installed installed	246.010023593903
set1	2	imagery	9	3	hearing	imagined_hearing.png	248.993601560593
set1	2	rest	9	NaN	REST		252.010534524918
set1	2	listen	10	1	speaking	carbon carbon carbon	262.011312484741
set1	2	imagery	10	1	speaking	imagined_articulation.png	264.994881629944
set1	2	listen	10	2	speaking	statue statue carbon	268.011783599854
set1	2	imagery	10	2	speaking	imagined_articulation.png	270.995348453522
set1	2	listen	10	3	speaking	statue installed statue	274.012247562408
set1	2	imagery	10	3	speaking	imagined_articulation.png	276.995808601379
set1	2	rest	10	NaN	REST		280.012705564499
set1	2	listen	11	1	hearing	statue statue statue	290.013454437256
set1	2	imagery	11	1	hearing	imagined_hearing.png	292.997009515762
set1	2	listen	11	2	hearing	carbon statue installed	296.013897657394
set1	2	imagery	11	2	hearing	imagined_hearing.png	298.997448444366
set1	2	listen	11	3	hearing	carbon statue installed	302.014334440231
set1	2	imagery	11	3	hearing	imagined_hearing.png	304.997883558273
set1	2	rest	11	NaN	REST		308.014766216278
set1	2	listen	12	1	hearing	installed carbon statue	318.015476465225
set1	2	imagery	12	1	hearing	imagined_hearing.png	320.999019622803
set1	2	listen	12	2	hearing	statue carbon carbon	324.015896558762
set1	2	imagery	12	2	hearing	imagined_hearing.png	326.999437570572
set1	2	listen	12	3	hearing	statue carbon installed	330.016312599182
set1	2	imagery	12	3	hearing	imagined_hearing.png	332.999851465225
set1	2	rest	12	NaN	REST		336.016724348068
set1	2	listen	13	1	speaking	statue statue statue	346.017402648926
set1	2	imagery	13	1	speaking	imagined_articulation.png	349.000935316086
set1	2	listen	13	2	speaking	statue carbon carbon	352.017804384232
set1	2	imagery	13	2	speaking	imagined_articulation.png	355.001336812973
set1	2	listen	13	3	speaking	statue statue installed	358.018202543259
set1	2	imagery	13	3	speaking	imagined_articulation.png	361.001733541489
set1	2	rest	13	NaN	REST		364.018598556519
set1	2	listen	14	1	hearing	statue installed installed	374.002582550049
set1	2	imagery	14	1	hearing	imagined_hearing.png	377.002776622772
set1	2	listen	14	2	hearing	carbon carbon statue	380.002990484238
set1	2	imagery	14	2	hearing	imagined_hearing.png	383.003162622452
set1	2	listen	14	3	hearing	carbon installed carbon	386.003354549408
set1	2	imagery	14	3	hearing	imagined_hearing.png	389.00354552269
set1	2	rest	14	NaN	REST		392.003736495972
